areacd,areanm,parentcd,xmin,ymin,xmax,ymax
E02003930,The Lizard,E06000052,-5.297,49.959,-5.058,50.097
E02003931,Bude & Stratton,E06000052,-4.559,50.806,-4.491,50.856
E02003932,Poundstock & Kilkhampton,E06000052,-4.59,50.689,-4.362,50.931
E02003933,Crackington & Tintagel,E06000052,-4.791,50.565,-4.562,50.767
E02003934,Camelford & Tresmeer,E06000052,-4.73,50.585,-4.339,50.724
E02003935,Launceston,E06000052,-4.391,50.612,-4.327,50.652
E02003936,Altarnun & Stoke Climsland,E06000052,-4.604,50.513,-4.259,50.665
E02003937,Trebetherick & Whitecross,E06000052,-4.935,50.468,-4.742,50.602
E02003938,Padstow & St Issey,E06000052,-5.047,50.47,-4.887,50.573
E02003939,Wadebridge,E06000052,-4.853,50.507,-4.811,50.528
E02003940,"St Breward, Tredethy & Lanivet",E06000052,-4.846,50.418,-4.57,50.614
E02003941,Bodmin East,E06000052,-4.733,50.449,-4.673,50.486
E02003942,Bodmin West,E06000052,-4.759,50.451,-4.721,50.48
E02003943,St Ives & Halsetown,E06000052,-5.527,50.187,-5.466,50.22
E02003944,Hayle,E06000052,-5.437,50.165,-5.369,50.211
E02003945,"Towednack, Lelant & Carbis Bay",E06000052,-5.553,50.137,-5.431,50.216
E02003946,"Marazion, St Erth & Gwinear Gwithian",E06000052,-5.482,50.097,-5.317,50.244
E02003947,West Penwith & St Buryan,E06000052,-5.683,50.048,-5.465,50.212
E02003948,Penzance North,E06000052,-5.573,50.114,-5.518,50.137
E02003949,Penzance Quay,E06000052,-5.546,50.112,-5.528,50.126
E02003950,St Just & Land's End,E06000052,-5.717,50.035,-5.591,50.156
E02003951,Penzance South & Newlyn,E06000052,-5.574,50.075,-5.533,50.117
E02003952,St Columb Minor & Porth,E06000052,-5.071,50.391,-4.968,50.449
E02003953,St Columb Major & St Mawgan,E06000052,-5.043,50.336,-4.877,50.48
E02003954,Newquay West,E06000052,-5.138,50.393,-5.07,50.426
E02003955,Newquay East,E06000052,-5.088,50.399,-5.055,50.421
E02003956,Roche & Goss Moor,E06000052,-4.918,50.362,-4.781,50.479
E02003957,Lostwithiel & Penwithick,E06000052,-4.835,50.352,-4.644,50.437
E02003958,"Trewoon, Coombe & Foxhole",E06000052,-4.927,50.313,-4.81,50.375
E02003959,Par,E06000052,-4.749,50.337,-4.7,50.367
E02003960,Tywardreath & Fowey,E06000052,-4.715,50.314,-4.631,50.39
E02003961,St Austell East & Carlyon Bay,E06000052,-4.78,50.326,-4.721,50.362
E02003962,St Austell North & Carclaze,E06000052,-4.825,50.332,-4.77,50.363
E02003963,St Austell Central,E06000052,-4.805,50.331,-4.754,50.349
E02003964,Mevagissey & Polgooth,E06000052,-4.913,50.219,-4.753,50.336
E02003965,Wigton & Silloth,E07000026,-3.411,54.784,-3.096,54.912
E02003966,"Boltons, Warnell & Solway Coast",E07000026,-3.315,54.604,-2.983,54.954
E02003967,Aspatria & Abbeytown,E07000026,-3.446,54.71,-3.21,54.876
E02003968,"Maryport, Dearham & Crosby",E07000026,-3.512,54.695,-3.404,54.752
E02003969,"Flimby, Ellenborough & Broughton Moor",E07000026,-3.534,54.672,-3.429,54.712
E02003970,West Cockermouth & Great Broughton,E07000026,-3.502,54.581,-3.346,54.722
E02003971,East Cockermouth & Buttermere,E07000026,-3.423,54.497,-3.198,54.727
E02003972,Workington North & Seaton,E07000026,-3.58,54.637,-3.457,54.683
E02003973,Workington West,E07000026,-3.577,54.615,-3.546,54.65
E02003974,Workington East,E07000026,-3.563,54.623,-3.51,54.64
E02003975,"Harrington, Stainburn & Great Clifton",E07000026,-3.573,54.596,-3.454,54.664
E02003976,Keswick & Derwent Valley,E07000026,-3.259,54.454,-3.008,54.648
E02003977,Askam & Dalton North,E07000027,-3.258,54.147,-3.143,54.218
E02003978,Dalton South,E07000027,-3.201,54.133,-3.16,54.162
E02003979,Hawcoat & Furness Abbey,E07000027,-3.226,54.121,-3.188,54.162
E02003980,Orsmgill & Hindpool,E07000027,-3.245,54.109,-3.214,54.161
E02003981,Parkside,E07000027,-3.229,54.115,-3.208,54.131
E02003982,Roose,E07000027,-3.226,54.062,-3.143,54.144
E02003983,Abbotsmead & Salthouse,E07000027,-3.22,54.105,-3.2,54.124
E02003984,Barrow Central,E07000027,-3.235,54.105,-3.214,54.119
E02003985,Walney Island North,E07000027,-3.277,54.103,-3.243,54.153
E02003986,Walney Island South & Barrow Island,E07000027,-3.264,54.044,-3.171,54.112
E02003987,Longtown & Border,E07000028,-3.127,54.932,-2.583,55.189
E02003988,Brampton & Irthing,E07000028,-2.797,54.884,-2.482,55.101
E02003989,Carlisle Belah,E07000028,-2.965,54.899,-2.934,54.929
E02003990,"Kingmoor, Houghton & Whiteclosegate",E07000028,-3.014,54.878,-2.838,54.951
E02003991,Belle Vue & Burgh,E07000028,-3.126,54.851,-2.967,54.947
E02003992,Central Carlisle,E07000028,-2.964,54.888,-2.909,54.911
E02003993,"Wetheral, Corby & Geltsdale",E07000028,-2.92,54.816,-2.573,54.997
E02003994,Longsowerby & Caldewgate,E07000028,-2.965,54.871,-2.94,54.898
E02003995,Raffles & Morton,E07000028,-2.981,54.874,-2.949,54.9
E02003996,Denton Holme & Harraby Green,E07000028,-2.953,54.872,-2.905,54.893
E02003997,Botcherby & Harraby,E07000028,-2.915,54.87,-2.885,54.896
E02003998,Currock & Upperby,E07000028,-2.938,54.868,-2.906,54.883
E02003999,Garlands & Dalston,E07000028,-3.048,54.776,-2.847,54.888
E02004000,Parton & Distington,E07000029,-3.584,54.544,-3.485,54.607
E02004001,Whitehaven Harbour & Corkickle,E07000029,-3.6,54.536,-3.572,54.564
E02004002,"Hensingham, Hillcrest & Aikbank",E07000029,-3.588,54.525,-3.545,54.564
E02004003,"Cleator Moor, Frizington & Ennerdale",E07000029,-3.561,54.453,-3.211,54.597
E02004004,"Mirehouse, Kells & Woodhouse",E07000029,-3.626,54.497,-3.565,54.548
E02004005,Egremont & Moor Row,E07000029,-3.569,54.456,-3.52,54.529
E02004006,"Thornhill, Gosforth & Seascale",E07000029,-3.64,54.342,-3.158,54.522
E02004007,Millom & Duddon Valley,E07000029,-3.425,54.188,-3.114,54.431
E02004008,"Langwathby, Kirkoswald & Alston Moor",E07000030,-2.774,54.647,-2.308,54.856
E02004009,"Hesket, Lazonby & Skelton",E07000030,-3.026,54.659,-2.677,54.837
E02004010,Penrith Central & West,E07000030,-2.785,54.651,-2.732,54.675
E02004011,Penrith Outer,E07000030,-2.797,54.612,-2.678,54.726
E02004012,"Askham, Ullswater & Greystoke",E07000030,-3.094,54.465,-2.668,54.728
E02004013,"Appleby, Shap & Kirkby Thore",E07000030,-2.867,54.432,-2.288,54.707
E02004014,"Kirkby Stephen, Tebay & Brough",E07000030,-2.695,54.355,-2.159,54.636
E02004015,"Windermere North, Ambleside & Langdales",E07000031,-3.167,54.268,-2.867,54.5
E02004016,Windermere South & Staveley,E07000031,-2.939,54.319,-2.781,54.49
E02004017,Kendal North & Burneside,E07000031,-2.85,54.299,-2.707,54.398
E02004018,Kendal Town & Greenside,E07000031,-2.769,54.317,-2.741,54.344
E02004019,Kendal East & Whinfell,E07000031,-2.837,54.268,-2.568,54.482
E02004020,Kendal South,E07000031,-2.766,54.296,-2.708,54.322
E02004021,Hawkshead & Cartmel Fell,E07000031,-3.073,54.199,-2.789,54.409
E02004022,"Coniston, Broughton & Kirkby",E07000031,-3.242,54.171,-2.968,54.429
E02004023,Sedbergh & Kirkby Lonsdale,E07000031,-2.649,54.194,-2.31,54.394
E02004024,"Burton-in-Kendal, Levens & Natland",E07000031,-2.824,54.161,-2.584,54.318
E02004025,"Arnside, Milnthorpe & Holme",E07000031,-2.865,54.174,-2.688,54.24
E02004026,Ulverston,E07000031,-3.104,54.171,-3.053,54.21
E02004027,Grange-over-Sands & Cartmel Peninsula,E07000031,-3.042,54.149,-2.879,54.23
E02004028,Swarthmoor & Low Furness,E07000031,-3.175,54.094,-3.059,54.198
E02004029,Alfreton,E07000032,-1.407,53.089,-1.363,53.109
E02004030,"Crich, Holloway & Wingfield",E07000032,-1.531,53.058,-1.402,53.134
E02004031,Somercotes & Pye Bridge,E07000032,-1.39,53.061,-1.332,53.1
E02004032,Swanwick & Leabrooks,E07000032,-1.409,53.06,-1.361,53.09
E02004033,"Ripley East, Riddings & Ironville",E07000032,-1.414,53.032,-1.336,53.073
E02004034,Ripley West,E07000032,-1.466,53.027,-1.404,53.068
E02004035,"Ambergate, Heage & Idridgehay",E07000032,-1.599,52.995,-1.44,53.093
E02004036,Ripley South & Loscoe,E07000032,-1.415,53.019,-1.359,53.053
E02004037,Belper Far Laund,E07000032,-1.482,53.022,-1.443,53.045
E02004038,Belper Town,E07000032,-1.5,52.989,-1.465,53.044
E02004039,Openwoodgate & Holbrook,E07000032,-1.48,52.981,-1.431,53.034
E02004040,Heanor Gate & Aldercar,E07000032,-1.402,52.981,-1.324,53.051
E02004041,Heanor East & Langley Mill,E07000032,-1.357,53.005,-1.323,53.023
E02004043,Kilburn & Horsley,E07000032,-1.452,52.977,-1.376,53.033
E02004044,"Duffield, Quarndon & Kirk Langley",E07000032,-1.61,52.924,-1.463,53.027
E02004045,Clowne & Barlborough,E07000033,-1.324,53.257,-1.242,53.313
E02004046,Whitwell & Elmton,E07000033,-1.274,53.242,-1.174,53.311
E02004047,Creswell & Hodthorpe,E07000033,-1.227,53.245,-1.166,53.298
E02004048,Bolsover North & Shuttlewood,E07000033,-1.331,53.222,-1.22,53.267
E02004049,Bolsover South & Glapwell,E07000033,-1.314,53.184,-1.263,53.235
E02004050,Shirebrook North,E07000033,-1.241,53.192,-1.205,53.216
E02004051,"Langwith, Shirebrook South & Pleasley",E07000033,-1.286,53.164,-1.195,53.246
E02004052,"Tibshelf, Newton & Hardwick Park",E07000033,-1.378,53.114,-1.259,53.199
E02004053,South Normanton West,E07000033,-1.375,53.093,-1.33,53.122
E02004054,South Normanton Broadmeadows & Pinxton,E07000033,-1.363,53.081,-1.301,53.116
E02004055,Old Whittington,E07000034,-1.467,53.253,-1.398,53.288
E02004056,Staveley & Norbriggs,E07000034,-1.369,53.251,-1.301,53.29
E02004057,"New Whittington, Hollingwood & Barrow Hill",E07000034,-1.413,53.256,-1.353,53.299
E02004058,Dunston,E07000034,-1.481,53.252,-1.426,53.274
E02004059,Brimington South & Tapton,E07000034,-1.42,53.238,-1.379,53.27
E02004060,Inkersall Green & Duckmanton,E07000034,-1.387,53.236,-1.319,53.269
E02004061,Newbold,E07000034,-1.451,53.242,-1.419,53.259
E02004062,Loundsley Green & Holme Hall,E07000034,-1.482,53.239,-1.448,53.257
E02004063,Ashgate & Brockwell,E07000034,-1.468,53.229,-1.434,53.248
E02004064,Central Chesterfield & Stonegravels,E07000034,-1.458,53.224,-1.415,53.249
E02004065,Brookside & Walton,E07000034,-1.484,53.219,-1.438,53.239
E02004066,Spital & Hasland,E07000034,-1.428,53.212,-1.39,53.241
E02004067,Boythorpe & Birdholme,E07000034,-1.448,53.213,-1.427,53.23
E02004068,"Hathersage, Bradwell & Tideswell",E07000035,-1.825,53.254,-1.591,53.392
E02004069,"Bakewell North, Baslow & Calver",E07000035,-1.781,53.192,-1.516,53.298
E02004072,Matlock North,E07000035,-1.598,53.127,-1.495,53.178
E02004073,"Matlock South, Cromford & Winster",E07000035,-1.716,53.093,-1.514,53.161
E02004074,Wirksworth,E07000035,-1.612,53.06,-1.512,53.113
E02004075,"Ashbourne North, Dovedale & Carsington",E07000035,-1.795,52.986,-1.566,53.152
E02004076,Ashbourne South,E07000035,-1.749,53.001,-1.706,53.022
E02004077,"Doveridge, Brailsford & Bradley",E07000035,-1.857,52.869,-1.571,53.029
E02004078,Cotmanhay,E07000036,-1.324,52.982,-1.295,53.004
E02004080,Ilkeston Town,E07000036,-1.326,52.959,-1.291,52.986
E02004081,"Breadsall, Little Eaton & Stanley Common",E07000036,-1.48,52.931,-1.367,52.984
E02004082,West Hallam,E07000036,-1.415,52.926,-1.309,52.979
E02004083,Hallam Fields & Greenwood Ave,E07000036,-1.314,52.946,-1.281,52.971
E02004084,Kirk Hallam,E07000036,-1.341,52.948,-1.312,52.967
E02004085,Sandiacre & Stanton,E07000036,-1.362,52.907,-1.278,52.953
E02004086,Borrowash & Ockbrook,E07000036,-1.392,52.895,-1.345,52.943
E02004087,Long Eaton North,E07000036,-1.301,52.901,-1.277,52.922
E02004088,Long Eaton West,E07000036,-1.314,52.887,-1.281,52.915
E02004089,Long Eaton Town,E07000036,-1.283,52.886,-1.26,52.909
E02004090,Breaston & Draycott,E07000036,-1.371,52.872,-1.299,52.914
E02004091,Long Eaton South,E07000036,-1.291,52.872,-1.238,52.904
E02004092,Sawley,E07000036,-1.311,52.873,-1.276,52.897
E02004093,Hadfield East & Tintwistle,E07000037,-1.989,53.453,-1.795,53.54
E02004094,Hadfield West & Gamesley,E07000037,-1.998,53.443,-1.965,53.469
E02004095,Glossop,E07000037,-1.967,53.429,-1.928,53.457
E02004096,"Dinting, Simmondley & Charlesworth",E07000037,-2.027,53.408,-1.8,53.496
E02004097,New Mills West & Furness Vale,E07000037,-2.034,53.328,-1.928,53.421
E02004098,New Mills East & Hayfield,E07000037,-2,53.328,-1.858,53.412
E02004100,Whaley Bridge & Chinley,E07000037,-2.012,53.28,-1.869,53.365
E02004102,Buxton North,E07000037,-1.952,53.253,-1.881,53.289
E02004103,Buxton South & East,E07000037,-1.913,53.245,-1.872,53.267
E02004104,Buxton Burbage & Harpur Hill,E07000037,-2.01,53.195,-1.827,53.319
E02004105,Killamarsh,E07000038,-1.343,53.308,-1.282,53.334
E02004106,Eckington West & Coal Aston,E07000038,-1.469,53.298,-1.36,53.342
E02004108,Dronfield Town & Unstone,E07000038,-1.479,53.28,-1.377,53.318
E02004109,Dronfield Woodhouse & Holmesfield,E07000038,-1.599,53.25,-1.46,53.322
E02004110,Dronfield South & Gosforth Lane,E07000038,-1.496,53.283,-1.447,53.308
E02004111,Arkwright Town & Temple Normanton,E07000038,-1.421,53.195,-1.311,53.246
E02004112,Wingerworth & Holymoorside,E07000038,-1.572,53.184,-1.428,53.263
E02004113,Grassmoor & Holmewood,E07000038,-1.415,53.182,-1.312,53.21
E02004114,Ashover & New Tupton,E07000038,-1.553,53.12,-1.404,53.215
E02004115,North Wingfield & Pilsley,E07000038,-1.419,53.141,-1.353,53.194
E02004116,Clay Cross,E07000038,-1.433,53.151,-1.392,53.181
E02004117,"Stonebroom, Shirland & Wessington",E07000038,-1.47,53.103,-1.368,53.164
E02004118,Hatton & Burnaston,E07000039,-1.75,52.858,-1.539,52.948
E02004119,Hilton & Etwall,E07000039,-1.665,52.831,-1.569,52.893
E02004120,"Willington North, Findern & Stenson Fields",E07000039,-1.575,52.842,-1.491,52.891
E02004121,Aston-on-Trent & Barrow-upon-Trent,E07000039,-1.508,52.839,-1.319,52.902
E02004122,Willington South & Repton,E07000039,-1.614,52.784,-1.439,52.86
E02004123,"Melbourne, Ticknall & Hartshorne",E07000039,-1.551,52.759,-1.388,52.846
E02004124,Swadlincote North,E07000039,-1.571,52.775,-1.526,52.793
E02004125,Swadlincote West,E07000039,-1.622,52.767,-1.563,52.792
E02004126,Swadlincote Central,E07000039,-1.584,52.764,-1.549,52.783
E02004128,"Castle Gresley, Overseal & Coton",E07000039,-1.705,52.697,-1.545,52.787
E02004129,"Dunkeswell, Upottery & Stockland",E07000040,-3.283,50.797,-2.968,50.909
E02004130,Honiton North & East,E07000040,-3.205,50.775,-3.153,50.814
E02004131,Honiton South & West,E07000040,-3.217,50.756,-3.174,50.799
E02004132,Feniton & Whimple,E07000040,-3.382,50.739,-3.198,50.858
E02004133,Axminster,E07000040,-3.043,50.752,-2.887,50.839
E02004135,"Kilmington, Colyton & Uplyme",E07000040,-3.142,50.698,-2.935,50.808
E02004136,Ottery St Mary & West Hill,E07000040,-3.407,50.699,-3.234,50.763
E02004137,"Sidbury, Offwell & Beer",E07000040,-3.254,50.679,-3.085,50.803
E02004138,Seaton,E07000040,-3.09,50.699,-3.059,50.725
E02004139,Sidmouth Sidford,E07000040,-3.274,50.686,-3.217,50.725
E02004140,Sidmouth Town,E07000040,-3.275,50.672,-3.234,50.703
E02004141,"Poppleford, Otterton & Woodbury",E07000040,-3.43,50.63,-3.262,50.725
E02004142,"Clyst, Exton & Lympstone",E07000040,-3.471,50.639,-3.356,50.732
E02004143,Exmouth Brixington,E07000040,-3.4,50.631,-3.362,50.656
E02004144,Exmouth Halsdon,E07000040,-3.423,50.621,-3.393,50.645
E02004145,Budleigh Salterton,E07000040,-3.371,50.62,-3.306,50.662
E02004146,Exmouth Withycombe Raleigh,E07000040,-3.405,50.623,-3.357,50.651
E02004147,Exmouth Town,E07000040,-3.427,50.614,-3.404,50.629
E02004148,Exmouth Littleham,E07000040,-3.412,50.607,-3.349,50.633
E02004149,Pennsylvania & University,E07000041,-3.552,50.731,-3.503,50.761
E02004150,Mincinglake & Beacon Heath,E07000041,-3.518,50.731,-3.486,50.755
E02004151,Pinhoe & Whipton North,E07000041,-3.502,50.731,-3.461,50.751
E02004152,St James's Park & Hoopern,E07000041,-3.54,50.726,-3.514,50.735
E02004153,Exwick & Foxhayes,E07000041,-3.57,50.72,-3.54,50.746
E02004154,Heavitree West & Polsloe,E07000041,-3.514,50.72,-3.5,50.735
E02004155,Heavitree East & Whipton South,E07000041,-3.504,50.72,-3.481,50.734
E02004156,Central Exeter,E07000041,-3.546,50.716,-3.512,50.732
E02004157,St Leonard's,E07000041,-3.528,50.709,-3.51,50.725
E02004158,St Thomas East,E07000041,-3.555,50.71,-3.536,50.723
E02004159,Middlemoor & Sowton,E07000041,-3.503,50.697,-3.462,50.732
E02004160,St Thomas West,E07000041,-3.569,50.703,-3.538,50.728
E02004161,Wonford & St Loye's,E07000041,-3.517,50.704,-3.493,50.721
E02004162,Alphington & Marsh Barton,E07000041,-3.548,50.692,-3.5,50.718
E02004163,Countess Wear & Topsham,E07000041,-3.516,50.675,-3.452,50.707
E02004164,"Bampton, Holcombe & Westleigh",E07000042,-3.662,50.817,-3.294,51.034
E02004165,Tiverton North & Outer,E07000042,-3.588,50.879,-3.424,50.978
E02004166,Uffculme & Hemyock,E07000042,-3.365,50.868,-3.142,50.955
E02004167,Tiverton East,E07000042,-3.491,50.889,-3.457,50.915
E02004168,Tiverton West,E07000042,-3.54,50.857,-3.48,50.915
E02004169,"Willand, Sampford Peverell & Halberton",E07000042,-3.497,50.868,-3.303,50.963
E02004170,Cullompton,E07000042,-3.407,50.846,-3.37,50.869
E02004171,"Bradninch, Silverton & Thorverton",E07000042,-3.575,50.787,-3.276,50.888
E02004172,"Bow, Lapford & Yeoford",E07000042,-3.926,50.703,-3.708,50.915
E02004173,"Morchard Bishop, Copplestone & Newton St Cyres",E07000042,-3.798,50.743,-3.547,50.922
E02004174,Crediton,E07000042,-3.676,50.778,-3.635,50.798
E02004175,Ilfracombe East,E07000043,-4.128,51.175,-4.077,51.218
E02004176,Lynton & Combe Martin,E07000043,-4.098,51.16,-3.721,51.246
E02004177,Ilfracombe West,E07000043,-4.198,51.176,-4.099,51.212
E02004178,"Woolacombe, Georgeham & Croyde",E07000043,-4.262,51.104,-4.084,51.201
E02004179,Braunton,E07000043,-4.243,51.066,-4.084,51.133
E02004180,"Bratton Fleming, Goodleigh & Kings Heanton",E07000043,-4.112,51.042,-3.832,51.197
E02004181,Barnstaple Pilton,E07000043,-4.089,51.08,-4.041,51.095
E02004182,Barnstaple Central,E07000043,-4.067,51.075,-4.023,51.092
E02004183,Barnstaple Sticklepath,E07000043,-4.088,51.067,-4.043,51.08
E02004184,Barnstaple South,E07000043,-4.06,51.063,-4.021,51.08
E02004185,Fremington & Instow,E07000043,-4.199,51.002,-4.078,51.08
E02004186,Roundswell & Landkey,E07000043,-4.123,51.003,-3.934,51.09
E02004187,South Molton,E07000043,-4.038,50.942,-3.65,51.141
E02004188,"Bishop's Nympton, Witheridge & Chulmleigh",E07000043,-3.998,50.876,-3.594,51.061
E02004189,Woolwell & Lee Mill,E07000044,-4.19,50.372,-3.946,50.5
E02004190,South Brent & Cornwood,E07000044,-4.004,50.366,-3.675,50.543
E02004191,Totnes Town,E07000044,-3.715,50.412,-3.663,50.441
E02004192,"Marldon, Stoke Gabriel & Kingswear",E07000044,-3.728,50.321,-3.508,50.485
E02004193,Ivybridge,E07000044,-3.948,50.383,-3.904,50.399
E02004194,Loddiswell & Dartington,E07000044,-3.835,50.289,-3.678,50.462
E02004195,Dartmouth,E07000044,-3.639,50.325,-3.564,50.361
E02004196,"Yealmpton, Modbury & Aveton Gifford",E07000044,-4.036,50.277,-3.814,50.396
E02004197,"Wembury, Brixton & Newton Ferrers",E07000044,-4.129,50.293,-3.966,50.378
E02004198,Kingsbridge,E07000044,-3.829,50.254,-3.754,50.304
E02004199,"Chillington, Torcross & Stoke Fleming",E07000044,-3.773,50.202,-3.579,50.359
E02004200,"Salcombe, Malborough & Thurlestone",E07000044,-3.882,50.21,-3.735,50.326
E02004201,"Tedburn, Shillingford & Higher Ashton",E07000045,-3.737,50.618,-3.529,50.764
E02004202,Starcross & Exminster,E07000045,-3.603,50.582,-3.446,50.695
E02004203,"Moretonhampstead, Lustleigh & East Dartmoor",E07000045,-3.883,50.516,-3.641,50.697
E02004204,Chudleigh & Bovey Tracey,E07000045,-3.692,50.575,-3.545,50.646
E02004205,Dawlish North,E07000045,-3.498,50.581,-3.423,50.618
E02004206,Dawlish South,E07000045,-3.528,50.555,-3.461,50.602
E02004207,Heathfield & Liverton,E07000045,-3.781,50.521,-3.638,50.596
E02004208,Teignmouth North,E07000045,-3.522,50.548,-3.481,50.573
E02004209,Kingsteignton,E07000045,-3.612,50.534,-3.578,50.57
E02004210,Teignmouth South,E07000045,-3.521,50.541,-3.489,50.555
E02004211,Bishopsteignton & Shaldon,E07000045,-3.599,50.504,-3.496,50.6
E02004212,"Newton Abbot, Highweek",E07000045,-3.641,50.525,-3.606,50.547
E02004213,"Ogwell, Mile End & Teigngrace",E07000045,-3.685,50.479,-3.589,50.593
E02004214,"Newton Abbot, Town Centre",E07000045,-3.616,50.525,-3.585,50.538
E02004215,"Newton Abbot, Broadlands & Wolborough",E07000045,-3.627,50.509,-3.589,50.535
E02004216,"Newton Abbot, Milber & Buckland",E07000045,-3.593,50.513,-3.57,50.532
E02004217,Ashburton & Buckfastleigh,E07000045,-3.82,50.463,-3.706,50.568
E02004218,Kingskerswell,E07000045,-3.603,50.478,-3.538,50.541
E02004219,Ipplepen & Broadhempston,E07000045,-3.743,50.461,-3.589,50.527
E02004220,Appledore & Northam North,E07000046,-4.236,51.036,-4.19,51.065
E02004221,Westward Ho! & Northam South,E07000046,-4.257,51.022,-4.195,51.045
E02004222,Bideford North,E07000046,-4.231,51.014,-4.202,51.028
E02004223,Bideford South & East,E07000046,-4.248,50.972,-4.077,51.024
E02004224,Hartland Coast,E07000046,-4.681,50.921,-4.164,51.202
E02004225,Great Torrington,E07000046,-4.18,50.944,-4.102,50.979
E02004226,Winkleigh & High Bickington,E07000046,-4.203,50.826,-3.884,51.01
E02004227,"Holsworthy, Bradworthy & Welcombe",E07000046,-4.55,50.762,-4.224,50.986
E02004228,"Shebbear, Cookworthy & Broadheath",E07000046,-4.393,50.646,-4.129,50.938
E02004229,"Hatherleigh, Exbourne & North Tawton",E07000047,-4.206,50.727,-3.836,50.875
E02004230,Okehampton,E07000047,-4.062,50.673,-3.93,50.749
E02004231,"Chagford, Princetown & Dartmoor",E07000047,-4.143,50.473,-3.732,50.783
E02004232,"Lifton, Lamerton & Bridestowe",E07000047,-4.335,50.495,-4.019,50.758
E02004233,Tavistock,E07000047,-4.167,50.528,-4.113,50.578
E02004234,Horrabridge & Mary Tavy,E07000047,-4.192,50.454,-3.964,50.643
E02004235,"Bere Alston, Buckland Monachorum & Yelverton",E07000047,-4.238,50.434,-4.071,50.519
E02004236,Burton & Airport,E06000058,-1.874,50.74,-1.739,50.81
E02004237,Jumpers Common & Fairmile,E06000058,-1.816,50.74,-1.777,50.758
E02004238,Highcliffe & Walkford,E06000058,-1.724,50.735,-1.682,50.752
E02004239,West Highcliffe,E06000058,-1.745,50.736,-1.71,50.752
E02004240,Somerford,E06000058,-1.768,50.733,-1.74,50.746
E02004241,Christchurch Town,E06000058,-1.807,50.721,-1.739,50.745
E02004242,Mudeford,E06000058,-1.76,50.724,-1.722,50.74
E02004243,Alderholt & Sixpenny Handley,E06000059,-2.068,50.863,-1.811,50.992
E02004244,East Verwood,E06000059,-1.887,50.862,-1.844,50.898
E02004245,West Verwood,E06000059,-1.91,50.835,-1.851,50.889
E02004246,St Leonards,E06000059,-1.867,50.796,-1.791,50.865
E02004247,Sturminster Marshall & Crichel,E06000059,-2.164,50.756,-1.886,50.946
E02004248,West Moors,E06000059,-1.905,50.81,-1.857,50.846
E02004249,Colehill,E06000059,-2.003,50.799,-1.939,50.823
E02004250,Ferndown Town,E06000059,-1.903,50.799,-1.864,50.821
E02004251,Ferndown West & Canford Bottom,E06000059,-1.957,50.791,-1.896,50.825
E02004252,Wimborne Minster,E06000059,-2.001,50.789,-1.952,50.808
E02004253,Parley & Hampreston,E06000059,-1.939,50.763,-1.864,50.805
E02004254,Corfe Mullen,E06000059,-2.051,50.743,-1.999,50.794
E02004255,Gillingham,E06000059,-2.315,51.022,-2.256,51.048
E02004256,"Gillingham Outer, Bourton & Motcombe",E06000059,-2.382,50.936,-2.189,51.081
E02004257,Shaftesbury,E06000059,-2.224,50.996,-2.172,51.02
E02004258,Sturminster Newton & Stalbridge,E06000059,-2.447,50.892,-2.244,50.987
E02004259,Child Okeford & Iwerne Minster,E06000059,-2.269,50.856,-2.122,51.007
E02004260,Blandford Outer & Tarrants,E06000059,-2.221,50.8,-2.04,50.978
E02004261,Blandford Forum Town,E06000059,-2.176,50.853,-2.14,50.874
E02004262,"Milborne, Winterborne & Okeford Fitzpaine",E06000059,-2.48,50.759,-2.134,50.929
E02004263,Bere Regis & Lytchett Matravers,E06000059,-2.268,50.698,-2.048,50.793
E02004264,Upton & Lytchett Minster,E06000059,-2.118,50.723,-2.013,50.762
E02004265,"Wareham, Sandford & Holton Heath",E06000059,-2.175,50.68,-2.041,50.742
E02004266,"Bovington, Wool & Lulworth",E06000059,-2.328,50.616,-2.122,50.761
E02004267,Corfe Castle & Langton Matravers,E06000059,-2.193,50.577,-1.924,50.708
E02004268,Swanage,E06000059,-1.993,50.591,-1.944,50.636
E02004269,Sherborne,E06000059,-2.549,50.933,-2.499,50.966
E02004270,"Yetminster, Bradford Abbas & Longburton",E06000059,-2.624,50.845,-2.399,51
E02004271,"Beaminster, Maiden Newton & Halstock",E06000059,-2.874,50.725,-2.487,50.888
E02004272,"Charlton Down, Cerne Abbas & Puddletown",E06000059,-2.622,50.709,-2.261,50.877
E02004273,"Lyme Regis, Charmouth & Marshwood Vale",E06000059,-2.962,50.718,-2.794,50.851
E02004274,Bridport North,E06000059,-2.769,50.733,-2.727,50.757
E02004275,Burton Bradstock & Chideock,E06000059,-2.895,50.669,-2.628,50.799
E02004276,Bridport South & West Bay,E06000059,-2.771,50.709,-2.731,50.737
E02004278,Dorchester East,E06000059,-2.458,50.7,-2.406,50.719
E02004279,"Owermoigne, Broadmayne & Winterbourne",E06000059,-2.585,50.625,-2.297,50.739
E02004280,Chickerell & Chesil Bank,E06000059,-2.667,50.591,-2.48,50.743
E02004281,Broadwey & Littlemoor,E06000059,-2.498,50.638,-2.441,50.679
E02004282,Preston & Lodmoor,E06000059,-2.465,50.621,-2.406,50.663
E02004283,Westham North & Radipole,E06000059,-2.489,50.61,-2.451,50.649
E02004284,"Weymouth Town, Melcombe Regis & Rodwell",E06000059,-2.466,50.593,-2.432,50.625
